player_name,season,games_missed,teams,injury_notes,player_id
Dante Cunningham,2016-17,2,Pelicans,sore hip (DTD) | fractured fibula in right leg (out indefinitely),201967
Dante Cunningham,2017-18,2,"Nets, Pelicans",right knee injury (DTD) | back injury (DTD),201967
Dante Cunningham,2018-19,2,Spurs,abdominal injury (DTD) | sore right ankle (DTD),201967
Dante Exum,2016-17,1,Jazz,patellar tendinitis in left knee (DTD),203957
Dante Exum,2017-18,3,Jazz,separated left shoulder (out indefinitely) | surgery to repair separated left shoulder (out indefinitely) | strained left hamstring (out for season),203957
Dante Exum,2018-19,2,Jazz,right knee injury (out for season) | surgery on right knee (out for season),203957
Danuel House,2016-17,1,Wizards,fractured right wrist (out indefinitely),1627863
Danuel House,2018-19,1,Rockets,toe injury (DTD),1627863
Dario Saric,2016-17,1,76ers,sore left heel (out for season),203967
Dario Saric,2017-18,1,76ers,eye injury (DTD),203967
Darius Miller,2018-19,1,Pelicans,strained left adductor (out for season),203121
Darius Morris,2014-15,1,Nets,illness (out for season),202721
Darrell Arthur,2014-15,6,Nuggets,strained left leg (DTD) | leg injury (DTD) | sprained right calf (DTD),201589
Darrell Arthur,2015-16,4,Nuggets,illness (DTD) | sore right knee (DTD) | sore left quadricep (DTD),201589
Darrell Arthur,2016-17,7,Nuggets,sore knee (DTD) | sore left knee (DTD) | illness (DTD),201589
Darren Collison,2014-15,3,Kings,shoulder injury (DTD) | bruised left quadriceps (DTD) | surgery on right hip to repair strained flexor (out for season),201954
Darren Collison,2015-16,1,Kings,sore hamstring (DTD),201954
Darren Collison,2017-18,2,Pacers,sore left knee (DTD) | arthroscopic surgery on left knee (out indefinitely),201954
David Lee,2015-16,3,"Celtics, Mavericks",bruised right heel (DTD) | plantar faciitis in right foot/heel (DTD) | plantar fasciitis in right foot/heel (out for season),101135
David Lee,2016-17,2,Spurs,bruised left knee (DTD) | torn patellar tendon in left knee (out for season),101135
David Nwaba,2017-18,1,Bulls,sprained right ankle (DTD),1628021
David Nwaba,2018-19,2,Cavaliers,sore right knee (DTD) | sprained left ankle (DTD),1628021
David West,2014-15,2,Pacers,sprained right ankle (DTD) | allergic reaction / illness (DTD),2561
David West,2016-17,1,Warriors,fractured left thumb (DTD),2561
Davis Bertans,2018-19,1,Spurs,concussion (DTD),202722
Davon Reed,2017-18,1,Suns,surgery on left knee to repair torn meniscus (out indefinitely),1628432
De'Aaron Fox,2017-18,1,Kings,bruised right quadriceps (DTD),1628368
De'Aaron Fox,2018-19,1,Kings,left big toe injury (DTD),1628368
DeAndre Jordan,2015-16,1,Clippers,pneumonia (DTD),201599
DeAndre Jordan,2017-18,1,Clippers,sprained left ankle (DTD),201599
DeAndre' Bembry / DeAndre Bembry,2017-18,6,Hawks,surgery on right wrist to repair fracture | strained left adductor (DTD) | strained abdominal (DTD),1627761
DeJuan Blair,2015-16,1,Wizards,sore right knee (DTD),201971
DeMar DeRozan,2014-15,1,Raptors,torn tendon in left groin (out indefinitely),201942
DeMar DeRozan,2016-17,1,Raptors,sprained right ankle (DTD),201942
DeMar DeRozan,2017-18,1,Raptors,bruised left thigh (DTD),201942
DeMar DeRozan,2018-19,2,Spurs,sore left ankle (DTD) | sore left knee (DTD),201942
DeMarcus Cousins,2014-15,2,Kings,sprained right ankle (DTD) | strained right calf (DTD),202326
DeMarcus Cousins,2015-16,3,Kings,sore back (DTD) | sprained left ankle (DTD) | bruised right knee (DTD),202326
DeMarcus Cousins,2016-17,3,Pelicans,sore ribs / sore left knee (DTD) | sprained right ankle (DTD) | tendinitis in right Achilles (out for season),202326
DeMarcus Cousins,2017-18,3,Pelicans,torn left Achilles tendon (out for season) | surgery to repair torn left Achilles tendon (out for season),202326
DeMarcus Cousins,2018-19,1,Warriors,torn left quadriceps (out indefinitely),202326
DeMarre Carroll,2015-16,5,Raptors,bruised right knee (DTD) | arthroscopic surgery on right knee (out indefinitely),201960
DeMarre Carroll,2016-17,3,Raptors,sprained left ankle (DTD) | sore left ankle (DTD) | sore lower back (DTD),201960
DeMarre Carroll,2017-18,3,Nets,illness (DTD) | sprained right knee (DTD) | strained left hip (out for season),201960
DeMarre Carroll,2018-19,5,Nets,arthroscopic surgery on right ankle (out indefinitely) | sore left knee (DTD) | hyperextended left knee (DTD),201960
Deandre Ayton,2018-19,1,Suns,sprained left ankle (out for season),1629028
Dejounte Murray,2016-17,2,Spurs,sprained right ankle (DTD) | sore left groin (DTD),1627749
Dejounte Murray,2017-18,1,Spurs,sprained left ankle (DTD),1627749
Delon Wright,2015-16,1,Raptors,left hip pointer (DTD),1626153
Delon Wright,2016-17,4,Raptors,recovering from arthroscopic surgery on right shoulder to repair torn labrum (DTD),1626153
Delon Wright,2017-18,1,Raptors,dislocated right shoulder (out indefinitely),1626153
Delon Wright,2018-19,2,Raptors,left groin injury (DTD) | strained left adductor (DTD),1626153
Demetrius Jackson,2016-17,1,Celtics,illness (DTD),1627743
Demetrius Jackson,2018-19,1,76ers,left big toe injury (DTD),1627743
Dennis Schroder,2014-15,1,Hawks,ankle injury (DTD),203471
Dennis Schroder,2017-18,4,Hawks,left ankle injury (DTD) | tightness in lower back (DTD) | sprained left elbow (DTD),203471
Dennis Smith Jr.,2018-19,2,Mavericks,sprained right ankle (DTD) | sprained right wrist (DTD),1628372
Denzel Valentine,2016-17,4,Bulls,sprained ankle (DTD) | sore/sprained left ankle (DTD) | flu (DTD),1627756
Denzel Valentine,2017-18,1,Bulls,surgery on left knee (out for season),1627756
Denzel Valentine,2018-19,2,Bulls,sprained left ankle (out indefinitely) | surgery on left ankle (out for season),1627756
Deron Williams,2013-14,1,Nets,surgery on left ankle to remove bone spurs and right ankle to remove loose bone fragment (out indefinitely),101114
Deron Williams,2014-15,2,Nets,back injury / sore left side (DTD) | fractured rib (out indefinitely),101114
Deron Williams,2015-16,7,Mavericks,sprained left knee (DTD) | strained left hamstring (DTD) | bruised hip (DTD),101114
Deron Williams,2016-17,7,Mavericks,strained left calf (DTD) | sprained left big toe (DTD) | sprained right big toe (DTD),101114
Derrick Favors,2014-15,3,Jazz,flu (DTD) | back spasms (DTD),202324
Derrick Favors,2015-16,4,Jazz,back spasms / sore lower back (DTD) | sore right knee (DTD) | right knee injury (DTD),202324
Derrick Favors,2016-17,5,Jazz,sore left knee (DTD) | rehab of left knee (DTD) | sore right knee (DTD),202324
Derrick Favors,2017-18,5,Jazz,eye laceration (DTD) | concussion (DTD) | sprained right ankle (DTD),202324
Derrick Favors,2018-19,1,Jazz,back spasms (DTD),202324
Derrick Jones Jr.,2018-19,4,Heat,illness (DTD) | strained right hamstring (DTD) | right knee injury (DTD),1627884
Derrick Rose,2013-14,2,Bulls,torn meniscus in right knee (out for season) | surgery on right knee to repair torn meniscus (out for season),201565
Derrick Rose,2014-15,4,Bulls,sprained left ankle (DTD) | strained left hamstring (DTD) | torn medial meniscus in right knee (out indefinitely),201565
Derrick Rose,2015-16,6,Bulls,sprained left ankle (DTD) | right hamstring tendinitis/tightness (DTD) | left knee patellar tendinitis (DTD),201565
Derrick Rose,2016-17,4,Knicks,back spasms (DTD) | sprained left ankle (DTD) | sore right foot (DTD),201565
Derrick Rose,2017-18,2,"Cavaliers, Timberwolves",sprained left ankle (DTD) | sprained right ankle (DTD),201565
Derrick Rose,2018-19,5,Timberwolves,sore left ankle (DTD) | sprained right ankle (DTD) | sore right ankle (DTD),201565
Derrick Walton Jr.,2017-18,1,Heat,illness (DTD),1628476
Derrick White,2018-19,3,Spurs,plantar fascia in left foot (out indefinitely) | right heel injury (DTD),1628401
Derrick Williams,2014-15,1,Kings,ankle injury (DTD),202682
Derrick Williams,2016-17,2,"Cavaliers, Heat",back spasms (DTD) | bruised right quadriceps (DTD),202682
Devin Booker,2017-18,5,Suns,right big toe injury (DTD) | strained adductor in left groin (out indefinitely) | left hip pointer (DTD),1626164
Devin Booker,2018-19,4,Suns,toe injury (DTD) | strained left hamstring (out indefinitely) | right hamstring injury (DTD),1626164
Devin Harris,2015-16,5,Mavericks,strained right hamstring (DTD) | back spasms (DTD) | birth of child (DTD),2734
Devin Harris,2016-17,2,Mavericks,strained right big toe (DTD) | illness (DTD),2734
Devin Harris,2017-18,3,Mavericks,death in family (DTD) | placed on IL with death in family,2734
Devin Harris,2018-19,2,Mavericks,strained left hamstring (DTD) | tightness in lower back (DTD),2734
Devin Robinson,2018-19,1,Wizards,hip injury (DTD),1628421
Dewayne Dedmon,2014-15,2,Magic,sprained left ankle (DTD) | sore left ankle (DTD),203473
Dewayne Dedmon,2016-17,1,Spurs,sprained left knee (DTD),203473
Dewayne Dedmon,2017-18,2,Hawks,stress reaction in left tibia (DTD) | sore ribs (DTD),203473
Dewayne Dedmon,2018-19,3,Hawks,left ankle injury (DTD) | sprained left ankle (DTD) | sore left ankle (out for season),203473
Deyonta Davis,2016-17,2,Grizzlies,plantar fasciitis in left foot (DTD) | left foot injury (DTD),1627738
Deyonta Davis,2017-18,3,Grizzlies,sore knees (DTD) | left ankle injury (DTD),1627738
Diamond Stone,2016-17,1,Clippers,left knee injury (DTD),1627754
Dillon Brooks,2018-19,2,Grizzlies,sprained MCL in left knee (out indefinitely) | surgery on toe (out for season),1628415
Dion Waiters,2013-14,1,Cavaliers,right wrist injury (DTD),203079
Dion Waiters,2015-16,1,Thunder,placed on IL with death in family,203079
Dion Waiters,2016-17,3,Heat,strained right groin (DTD) | sprained left ankle (DTD) | sprained left ankle (out for season),203079
Dion Waiters,2017-18,2,Heat,sprained left ankle (DTD) | surgery on left ankle (out indefinitely) (date approximate),203079
Dion Waiters,2018-19,1,Heat,migraine headache (DTD),203079
Dirk Nowitzki,2014-15,1,Mavericks,sore back (DTD),1717
Dirk Nowitzki,2016-17,4,Mavericks,illness (DTD) | sore right Achilles (DTD) | sore/strained right Achilles (DTD),1717
Dirk Nowitzki,2017-18,1,Mavericks,surgery on left ankle to remove loose debris (out for season),1717
Dirk Nowitzki,2018-19,2,Mavericks,surgery on left ankle (out indefinitely) | illness (DTD),1717
Domantas Sabonis / Domas Sabonis,2017-18,1,Pacers,sprained left ankle (DTD),1627734
Domantas Sabonis / Domas Sabonis,2018-19,1,Pacers,sprained left ankle (DTD),1627734
Donald Sloan,2015-16,1,Nets,upper respiratory infection (DTD),202388
Donatas Motiejunas,2014-15,2,Rockets,sore lower back (out for season) | surgery on back (out for season),202700
Donatas Motiejunas,2015-16,4,Rockets,recovering from surgery on back (DTD) | sore back (DTD) | back injury (DTD),202700
Donovan Mitchell,2017-18,2,Jazz,bruised right big toe (DTD) | flu (DTD),1628378
Donovan Mitchell,2018-19,2,Jazz,right hamstring injury (DTD) | sprained left ankle (DTD),1628378
Donte DiVincenzo,2018-19,3,Bucks,strained left quadriceps (DTD) | right heel injury (DTD) | heel injury (out for season),1628978
Dorell Wright,2014-15,1,Blazers,fractured left hand (out for season),2748
Dorian Finney-Smith,2017-18,1,Mavericks,left knee tendinitis (DTD),1627827
Doug McDermott,2014-15,1,Bulls,arthroscopic surgery on right knee to repair torn meniscus (out indefinitely),203926
Doug McDermott,2015-16,1,Bulls,sore right knee (DTD),203926
Doug McDermott,2016-17,3,"Bulls, Thunder",concussion (DTD) | sore left knee (DTD),203926
Doug McDermott,2017-18,1,Mavericks,elbow injury (out for season),203926
Dragan Bender,2016-17,2,Suns,sore right ankle (DTD) | surgery on right ankle to remove bone spur (out indefinitely),1627733
Draymond Green,2016-17,3,Warriors,bruised left ankle (DTD) | placed on IL with birth of child | bruised left shoulder (DTD),203110
Draymond Green,2017-18,3,Warriors,sore right shoulder (DTD) | bruised pelvis (DTD) | flu (DTD),203110
Draymond Green,2018-19,2,Warriors,toe injury (DTD),203110
Drew Gooden,2015-16,4,Wizards,back injury (DTD) | strained right calf (DTD) | sore left / right (Y) calf (DTD),2400
Duje Dukan,2015-16,2,Kings,bone bruise (DTD) | leg injury (DTD) (CBC),1626251
Dwayne Bacon,2017-18,1,Hornets,sprained right ankle (out for season),1628407
Dwight Buycks,2017-18,2,Pistons,illness (DTD) | sprained left ankle (DTD),202779
Dwight Howard,2014-15,3,Rockets,flu (DTD) | strained right knee (DTD) | sprained right ankle/ right knee injury (DTD),2730
Dwight Howard,2015-16,3,Rockets,back injury (DTD) | soreness/stiffness in lower back (DTD) | sprained left ankle (DTD),2730
Dwight Howard,2016-17,1,Hawks,bruised left quadricep (DTD),2730
Dwight Howard,2018-19,1,Wizards,surgery on back (out for season),2730
Dwight Powell,2015-16,1,Mavericks,sore knee (DTD),203939
Dwight Powell,2017-18,2,Mavericks,left knee injury (DTD) | bursitis in knee (DTD),203939
Dwight Powell,2018-19,1,Mavericks,left knee injury (DTD),203939
Dwyane Wade,2013-14,1,Heat,knee injury (DTD),2548
Dwyane Wade,2014-15,3,Heat,bruised right knee (DTD) | hip injury (DTD) | undisclosed (DTD),2548
Dwyane Wade,2015-16,5,Heat,sore shoulder (DTD) | sore left knee (DTD) | thigh injury (DTD),2548
Dwyane Wade,2016-17,2,Bulls,bruised right wrist (DTD) | fractured right elbow (out indefinitely),2548
Dwyane Wade,2017-18,2,Cavaliers,bruised left knee (DTD) | sore left knee (DTD),2548
Dwyane Wade,2018-19,3,Heat,general soreness (DTD) | illness (DTD) | sore right knee (DTD),2548
E'Twaun Moore,2015-16,4,Bulls,strained right hamstring (DTD) | left hamstring injury (DTD) | left hamstring injury (out for season),202734
E'Twaun Moore,2016-17,3,Pelicans,sore toe on right foot (DTD) | sore toe (DTD) | sprained left ankle (out for season),202734
E'Twaun Moore,2018-19,3,Pelicans,tibia injury (DTD) | bruised left quadricep (DTD) | bruised left quadricep (out for season),202734
Ed Davis (a),2016-17,6,Blazers,sprained left ankle (DTD) | sprained wrist / left ankle injury (DTD) | left wrist injury,202334
Ed Davis (a),2018-19,1,Nets,right ankle injury (DTD),202334
Edmond Sumner,2018-19,1,Pacers,bruised left knee (DTD),1628410
Edrice Adebayo / Bam Adebayo,2017-18,1,Heat,sprained right ankle (DTD),1628389
Ekpe Udoh,2013-14,1,Bucks,arthroscopic surgery on right knee (out indefinitely),202327
Ekpe Udoh,2018-19,1,Jazz,back spasms (DTD),202327
Elfrid Payton,2015-16,2,Magic,bruised left ankle (DTD) | sprained right elbow (DTD),203901
Elfrid Payton,2017-18,2,"Magic, Suns",sore left hamstring (DTD) | left knee injury (out for season),203901
Elfrid Payton,2018-19,2,Pelicans,sprained right ankle (DTD),203901
Elton Brand,2015-16,1,76ers,gastroenteritis (DTD) (CBC),1882
Emanuel Ginobili / Manu Ginobili,2014-15,3,Spurs,left shoulder impingement (DTD) | bruised lower back (DTD) | sprained right ankle (DTD),1938
Emanuel Ginobili / Manu Ginobili,2015-16,1,Spurs,surgery to repair testicle injury (out indefinitely),1938
Emanuel Ginobili / Manu Ginobili,2016-17,3,Spurs,sore back / back spasms (DTD) | left ankle impingement (DTD) | bruised right quadriceps (DTD),1938
Emanuel Ginobili / Manu Ginobili,2017-18,2,Spurs,bruised right thigh (DTD) | bruised sternum (DTD),1938
Emeka Okafor,2017-18,1,Pelicans,sprained right ankle (DTD),2731
Emmanuel Mudiay,2016-17,2,Nuggets,sore lower back (DTD) | sore/sprained right ankle (out for season),1626144
Emmanuel Mudiay,2017-18,1,Knicks,illness (DTD),1626144
Emmanuel Mudiay,2018-19,2,Knicks,sprained right ankle (DTD) | sore left shoulder (out for season),1626144
Enes Kanter,2014-15,3,"Jazz, Thunder",sprained right ankle (out indefinitely) | bruised right thigh (DTD) | sprained left ankle (DTD),202683
Enes Kanter,2016-17,2,Thunder,fractured right arm / hand (out indefinitely) | surgery on right arm / hand to repair fracture (out indefinitely),202683
Enes Kanter,2017-18,2,Knicks,oral surgery (DTD) | back spasms (DTD),202683
Eric Bledsoe,2013-14,2,Suns,sprained right knee (DTD) | arthroscopic surgery on right knee to repair meniscus cartilage,202339
Eric Bledsoe,2015-16,2,Suns,sprained left knee (out for season) | surgery on left knee to repair torn meniscus (out for season),202339
Eric Bledsoe,2016-17,1,Suns,left knee injury (out for season),202339
Eric Bledsoe,2018-19,2,Bucks,left Achilles injury (DTD) | sore back (DTD),202339
Eric Gordon,2015-16,4,Pelicans,fractured right ring finger (DTD) | surgery to repair fractured right ring finger (out indefinitely) | fractured right ring finger (out for season),201569
Eric Gordon,2016-17,3,Rockets,sore left big toe (DTD) | sore lower back / back spasms (DTD) | sore lower back (DTD),201569
Eric Gordon,2017-18,5,Rockets,tightness in right calf (DTD) | sore lower back (DTD) | bruised right knee (DTD),201569
Eric Gordon,2018-19,3,Rockets,strained right adductor (DTD) | bruised right knee (DTD) | sore right knee (DTD),201569
Eric Moreland,2014-15,1,Kings,left shoulder injury (out for season),203961
Eric Moreland,2015-16,1,Kings,fractured left foot (surgery) (out indefinitely),203961
Erick Green,2014-15,1,Nuggets,hip pointer (DTD),203475
Ersan Ilyasova,2014-15,4,Bucks,fractured nose (DTD) | concussion (DTD) | groin injury (DTD),101141
Ersan Ilyasova,2015-16,4,"Magic, Pistons",thigh injury (DTD) | illness (DTD) | sprained left knee (DTD),101141
Ersan Ilyasova,2017-18,1,Hawks,strained left knee (DTD),101141
Ersan Ilyasova,2018-19,3,Bucks,sore right knee (DTD) | illness (DTD) | sore back (DTD),101141
Evan Fournier,2014-15,2,Magic,bruised left heel (DTD) | right hip injury (out for season),203095
Evan Fournier,2016-17,2,Magic,sore right foot / heel (DTD) | sore right foot (DTD),203095
Evan Fournier,2017-18,2,Magic,sprained right ankle (DTD) | sprained MCL in left knee (out for season),203095
Evan Turner,2013-14,1,Pacers,strep throat (DTD),202323
Evan Turner,2015-16,1,Celtics,eye injury (DTD),202323
Evan Turner,2016-17,4,Blazers,sprained left ankle (DTD) | fractured right hand (out indefinitely) | surgery on right hand to repair fracture (out indefinitely),202323
Evan Turner,2017-18,1,Blazers,illness (DTD),202323
Evan Turner,2018-19,2,Blazers,left Achilles injury (DTD) | sore left knee (DTD),202323
Festus Ezeli,2013-14,1,Warriors,recovering from surgery on right knee (out for season),203105
Festus Ezeli,2015-16,2,Warriors,sore left toe (DTD) | surgery on left knee to remove loose bodies (out indefinitely),203105
Festus Ezeli,2016-17,2,Blazers,sore left knee (out for season) | surgery on left knee (out for season),203105
Francisco Garcia,2014-15,1,Rockets,strained right Achilles (DTD),101128
Frank Jackson,2018-19,1,Pelicans,concussion (out for season),1628402
Frank Kaminsky,2015-16,1,Hornets,surgery to repair air pocket in lung (out indefinitely),1626163
Frank Kaminsky,2016-17,2,Hornets,strained right foot (DTD) | sprained AC joint in left shoulder (DTD),1626163
Frank Kaminsky,2017-18,2,Hornets,illness (DTD) | sprained right ankle (DTD),1626163
Frank Mason,2017-18,2,Kings,bruised right heel (DTD) | partially torn plantar fascia in left foot (out for season),1628412
Frank Ntilikina,2017-18,1,Knicks,illness (DTD),1628373
Frank Ntilikina,2018-19,2,Knicks,sprained left ankle (DTD) | groin injury (out for season),1628373
Fred VanVleet,2018-19,1,Raptors,left thigh injury (DTD),1627832
Furkan Aldemir,2014-15,3,76ers,plantar fasciitis right foot in (DTD) | bruised ribs (DTD) | plantar fasciitis in right foot (out for season),203128
Furkan Korkmaz,2017-18,1,76ers,left foot injury (out indefinitely),1627788
Gal Mekel,2013-14,2,Mavericks,arthroscopic surgery on right knee to repair torn lateral meniscus (out indefinitely) | knee injury (DTD),203539
Garrett Temple,2014-15,1,Wizards,hamstring injury (DTD),202066
Garrett Temple,2016-17,1,Kings,torn left hamstring (DTD),202066
Garrett Temple,2017-18,3,Kings,sprained right ankle (DTD) | back injury (DTD) | sprained left ankle (out for season),202066
Gary Harris,2015-16,1,Nuggets,concussion (DTD),203914
Gary Harris,2016-17,6,Nuggets,partially torn right groin muscle (out indefinitely) | sprained right ankle (DTD) | right foot injury (DTD),203914
Gary Harris,2017-18,1,Nuggets,right knee injury (DTD),203914
Gary Harris,2018-19,1,Nuggets,sore left ankle (DTD),203914
Gary Neal,2014-15,6,"Hornets, Timberwolves",concussion (DTD) | sore right hamstring (DTD) | sprained right ankle (DTD),202390
Gary Neal,2015-16,3,Wizards,strained left groin (DTD) | sore lower back (DTD) | strained right quadricep (DTD),202390
George Hill,2014-15,1,Pacers,sore/strained left groin (DTD),201588
George Hill,2015-16,2,Pacers,upper respiratory infection (DTD) | food poisoning (DTD),201588
George Hill,2016-17,5,Jazz,sprained right thumb (DTD) | sprained left big toe (DTD) | sore left big toe (DTD),201588
George Hill,2018-19,2,Bucks,strained left groin (DTD) | left groin injury (DTD),201588
Gerald Green (b),2016-17,1,Celtics,illness (DTD),101123
Gerald Green (b),2018-19,2,Rockets,sore right ankle (DTD) | strained left adductor (DTD),101123
Gerald Henderson (b),2013-14,1,Bobcats,arthroscopic surgery on right wrist to remove scar tissue (out indefinitely),201945
Gerald Henderson (b),2016-17,4,76ers,illness (DTD) | sore left hip (DTD),201945
Gerald Wallace,2013-14,2,Celtics,"torn meniscus in left knee (out indefinitely) | arthroscopic surgery on left knee to repair torn meniscus, and ankle (out indefinitely)",2222
Giannis Antetokounmpo,2014-15,1,Bucks,undisclosed (DTD),203507
Giannis Antetokounmpo,2015-16,1,Bucks,sore knee (DTD),203507
Giannis Antetokounmpo,2016-17,1,Bucks,illness (DTD),203507
Giannis Antetokounmpo,2017-18,2,Bucks,sore right knee (DTD),203507
Giannis Antetokounmpo,2018-19,4,Bucks,sore neck (DTD) | sprained right ankle (DTD) | left calf injury (DTD),203507
Glen Rice Jr.,2013-14,1,Wizards,surgery on fractured right wrist,203318
Glenn Robinson III,2014-15,1,Timberwolves,ankle injury (DTD),203922
Glenn Robinson III,2015-16,1,Pacers,shoulder injury (DTD),203922
Glenn Robinson III,2016-17,1,Pacers,strained left calf (out for season),203922
Glenn Robinson III,2017-18,1,Pacers,surgery on left ankle (out indefinitely),203922
Glenn Robinson III,2018-19,1,Pistons,sprained left ankle (DTD),203922
Goran Dragic,2014-15,3,Heat,back injury (DTD) | undisclosed (DTD) | player declined to exercise contract option,201609
Goran Dragic,2015-16,1,Heat,illness (DTD),201609
Goran Dragic,2016-17,6,Heat,sprained left ankle (DTD) | strained left elbow (DTD) | back spasms (DTD),201609
Goran Dragic,2017-18,2,Heat,sore left elbow (DTD) | bruised left knee (DTD),201609
Goran Dragic,2018-19,5,Heat,toe injury (DTD) | right knee injury (DTD) | sore right knee (DTD),201609
Gordon Hayward,2014-15,2,Jazz,strained lower back (DTD) | Achilles injury (out for season),202330
Gordon Hayward,2015-16,1,Jazz,plantar faciitis in right foot (DTD),202330
Gordon Hayward,2016-17,5,Jazz,fractured left ring finger (out indefinitely) | left finger injury (DTD) | bruised left quadricep (DTD),202330
Gordon Hayward,2017-18,2,Celtics,fractured tibia in left leg and dislocated left ankle (out for season) | surgery on left ankle/leg to repair fractured tibia and dislocated ankle (out for season),202330
Gordon Hayward,2018-19,1,Celtics,sore left ankle (DTD),202330
Gorgui Dieng,2014-15,1,Timberwolves,concussion (out for season),203476
Gorgui Dieng,2017-18,1,Timberwolves,sprained right index finger (DTD),203476
Grayson Allen,2018-19,1,Jazz,sprained right ankle (DTD),1628960
Greg Monroe,2015-16,1,Bucks,knee injury (DTD),202328
Greg Monroe,2018-19,1,Raptors,back spasms (DTD),202328
Greg Smith (a),2013-14,1,Rockets,surgery on right knee (out indefinitely),202962
Greg Stiemsma,2013-14,1,Pelicans,sprained MCL in left knee (DTD),201880
Greivis Vasquez,2015-16,1,Bucks,surgery on right ankle to remove bone spur and loose bodies (out indefinitely),202349
Greivis Vasquez,2016-17,1,Nets,sore right ankle (DTD),202349
Guerschon Yabusele,2017-18,1,Celtics,ankle injury (DTD),1627824
Guillermo Hernangomez / Willy Hernangomez,2018-19,1,Hornets,sprained right ankle (DTD),1626195
Gustavo Ayon,2013-14,3,Hawks,strained right rotator cuff (out indefinitely) | sprained left ankle (DTD) | surgery on right shoulder (out for season),202970
Hamidou Diallo,2018-19,3,Thunder,sprained left ankle (out indefinitely) | sore right elbow (out for season) | surgery on right elbow (out for season),1628977
Harrison Barnes,2015-16,1,Warriors,sprained left ankle (DTD) (P),203084
Harrison Barnes,2018-19,1,Mavericks,strained right hamstring (DTD),203084
Harry Giles,2017-18,1,Kings,recovering from surgery / rehab of knees,1628385
Hassan Whiteside,2014-15,7,Heat,left toe injury (DTD) | sprained right ankle (DTD) | sprained ankle (DTD),202355
Hassan Whiteside,2015-16,6,Heat,knee injury (DTD) | strained oblique (DTD) | hip injury (DTD),202355
Hassan Whiteside,2016-17,2,Heat,right eye injury (DTD) | ankle injury (DTD),202355
Hassan Whiteside,2017-18,3,Heat,bruised left knee (DTD) | bone bruise in left knee (DTD) | illness (DTD),202355
Hassan Whiteside,2018-19,3,Heat,right knee injury (DTD) | illness (DTD) | strained left hip (DTD),202355
Henry Ellenson,2016-17,1,Pistons,sprained right ankle (DTD),1627740
Henry Ellenson,2018-19,2,Pistons,sprained left ankle (DTD),1627740
Henry Walker,2014-15,1,Heat,elbow injury (DTD),201611
Hidayet Turkoglu / Hedo Turkoglu,2014-15,1,Clippers,stomach virus (DTD),2045
Hollis Thompson,2014-15,1,76ers,upper respiratory illness (DTD),203138
Hollis Thompson,2015-16,3,76ers,corneal abrasion in right eye (DTD) | upper respiratory infection (DTD),203138
Hollis Thompson,2016-17,2,76ers,illness (DTD) | sore right knee (DTD),203138
Ian Clark,2017-18,1,Pelicans,sprained right ankle (DTD),203546
Ian Clark,2018-19,1,Pelicans,sprained right ankle (DTD),203546
Ian Mahinmi,2014-15,2,Pacers,torn plantar fascia in left foot (out indefinitely) | sprained right ankle (DTD),101133
Ian Mahinmi,2015-16,4,Pacers,sore lower back (DTD) | sore left heel (DTD) | sprained left ankle (DTD),101133
Ian Mahinmi,2016-17,1,Wizards,surgery on left knee to repair torn medial meniscus (out indefinitely),101133
Ian Mahinmi,2017-18,2,Wizards,sore right knee (DTD) | concussion (DTD),101133
Ian Mahinmi,2018-19,2,Wizards,back injury (DTD) | right thumb injury (DTD),101133
Ike Anigbogu,2017-18,1,Pacers,knee injury (DTD),1628387
Ike Anigbogu,2018-19,1,Pacers,sore right knee (DTD),1628387
Iman Shumpert,2014-15,2,"Cavaliers, Knicks",bruised right hip (DTD) | dislocated left shoulder (DTD),202697
Iman Shumpert,2015-16,3,Cavaliers,sprained left shoulder (DTD) | sore left knee (DTD) | left knee injury (DTD),202697
Iman Shumpert,2016-17,3,Cavaliers,sore/strained left hamstring (DTD) | sprained left ankle (DTD) | sore right knee (DTD),202697
Iman Shumpert,2017-18,4,Cavaliers,sore right knee (DTD) | left knee injury (DTD) | arthroscopic surgery on left knee (out indefinitely),202697
Iman Shumpert,2018-19,3,"Kings, Rockets",hip injury (DTD) | sore right knee (DTD) | right calf injury (DTD),202697
Isaiah Briscoe,2018-19,2,Magic,right knee injury (DTD) | surgery on right knee (out indefinitely),1628515
Isaiah Canaan,2014-15,4,"76ers, Rockets",left ankle injury (DTD) | sprained left knee (DTD) | sprained left ankle (DTD),203477
Isaiah Canaan,2015-16,1,76ers,torn labrum in left shoulder (out for season),203477
Isaiah Canaan,2017-18,2,Suns,strained left adductor (DTD) | fractured left ankle (out indefinitely),203477
Isaiah Canaan,2018-19,1,Suns,left ankle injury (DTD),203477
Isaiah Hartenstein,2018-19,1,Rockets,right Achilles injury (DTD),1628392
Isaiah Hicks,2018-19,1,Knicks,sore left hip (DTD),1628439
Isaiah Thomas,2016-17,3,Celtics,sore/strained groin (DTD) | bone bruise in right knee (DTD) | hip injury (out for season),202738
Isaiah Thomas,2017-18,3,"Cavaliers, Lakers",right hip injury (DTD) | right hip injury (out for season) | surgery on right hip (out for season),202738
Isaiah Thomas,2018-19,1,Nuggets,right hip injury (DTD),202738
Isaiah Whitehead,2016-17,2,Nets,concussion (DTD) | sore left foot (DTD),1627785
